StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,quiz_peerincent_time_First Click,quiz_peerincent_time_Last Click,quiz_peerincent_time_Page Submit,quiz_peerincent_time_Click Count,quiz_peerincent,quiz_flat_time_First Click,quiz_flat_time_Last Click,quiz_flat_time_Page Submit,quiz_flat_time_Click Count,quiz_flat,quiz_accincent_time_First Click,quiz_accincent_time_Last Click,quiz_accincent_time_Page Submit,quiz_accincent_time_Click Count,quiz_accincent,1_task_time_First Click,1_task_time_Last Click,1_task_time_Page Submit,1_task_time_Click Count,1_task,1_zero_count_time_First Click,1_zero_count_time_Last Click,1_zero_count_time_Page Submit,1_zero_count_time_Click Count,1_zero_count,1_false_time_First Click,1_false_time_Last Click,1_false_time_Page Submit,1_false_time_Click Count,1_pred_time_First Click,1_pred_time_Last Click,1_pred_time_Page Submit,1_pred_time_Click Count,1_pred,2_task_time_First Click,2_task_time_Last Click,2_task_time_Page Submit,2_task_time_Click Count,2_task,2_zero_count_time_First Click,2_zero_count_time_Last Click,2_zero_count_time_Page Submit,2_zero_count_time_Click Count,2_zero_count,2_false_time_First Click,2_false_time_Last Click,2_false_time_Page Submit,2_false_time_Click Count,2_pred_time_First Click,2_pred_time_Last Click,2_pred_time_Page Submit,2_pred_time_Click Count,2_pred,3_task_time_First Click,3_task_time_Last Click,3_task_time_Page Submit,3_task_time_Click Count,3_task,3_zero_count_time_First Click,3_zero_count_time_Last Click,3_zero_count_time_Page Submit,3_zero_count_time_Click Count,3_zero_count,3_false_time_First Click,3_false_time_Last Click,3_false_time_Page Submit,3_false_time_Click Count,3_pred_time_First Click,3_pred_time_Last Click,3_pred_time_Page Submit,3_pred_time_Click Count,3_pred,4_task_time_First Click,4_task_time_Last Click,4_task_time_Page Submit,4_task_time_Click Count,4_task,4_zero_count_time_First Click,4_zero_count_time_Last Click,4_zero_count_time_Page Submit,4_zero_count_time_Click Count,4_zero_count,4_false_time_First Click,4_false_time_Last Click,4_false_time_Page Submit,4_false_time_Click Count,4_pred_time_First Click,4_pred_time_Last Click,4_pred_time_Page Submit,4_pred_time_Click Count,4_pred,5_task_time_First Click,5_task_time_Last Click,5_task_time_Page Submit,5_task_time_Click Count,5_task,5_zero_count_time_First Click,5_zero_count_time_Last Click,5_zero_count_time_Page Submit,5_zero_count_time_Click Count,5_zero_count,5_false_time_First Click,5_false_time_Last Click,5_false_time_Page Submit,5_false_time_Click Count,5_pred_time_First Click,5_pred_time_Last Click,5_pred_time_Page Submit,5_pred_time_Click Count,5_pred,6_task_time_First Click,6_task_time_Last Click,6_task_time_Page Submit,6_task_time_Click Count,6_task,6_zero_count_time_First Click,6_zero_count_time_Last Click,6_zero_count_time_Page Submit,6_zero_count_time_Click Count,6_zero_count,6_false_time_First Click,6_false_time_Last Click,6_false_time_Page Submit,6_false_time_Click Count,6_pred_time_First Click,6_pred_time_Last Click,6_pred_time_Page Submit,6_pred_time_Click Count,6_pred,7_task_time_First Click,7_task_time_Last Click,7_task_time_Page Submit,7_task_time_Click Count,7_task,7_zero_count_time_First Click,7_zero_count_time_Last Click,7_zero_count_time_Page Submit,7_zero_count_time_Click Count,7_zero_count,7_false_time_First Click,7_false_time_Last Click,7_false_time_Page Submit,7_false_time_Click Count,7_pred_time_First Click,7_pred_time_Last Click,7_pred_time_Page Submit,7_pred_time_Click Count,7_pred,8_task_time_First Click,8_task_time_Last Click,8_task_time_Page Submit,8_task_time_Click Count,8_task,8_zero_count_time_First Click,8_zero_count_time_Last Click,8_zero_count_time_Page Submit,8_zero_count_time_Click Count,8_zero_count,8_false_time_First Click,8_false_time_Last Click,8_false_time_Page Submit,8_false_time_Click Count,8_pred_time_First Click,8_pred_time_Last Click,8_pred_time_Page Submit,8_pred_time_Click Count,8_pred,9_task_time_First Click,9_task_time_Last Click,9_task_time_Page Submit,9_task_time_Click Count,9_task,9_zero_count_time_First Click,9_zero_count_time_Last Click,9_zero_count_time_Page Submit,9_zero_count_time_Click Count,9_zero_count,9_false_time_First Click,9_false_time_Last Click,9_false_time_Page Submit,9_false_time_Click Count,9_pred_time_First Click,9_pred_time_Last Click,9_pred_time_Page Submit,9_pred_time_Click Count,9_pred,10_task_time_First Click,10_task_time_Last Click,10_task_time_Page Submit,10_task_time_Click Count,10_task,10_zero_count_time_First Click,10_zero_count_time_Last Click,10_zero_count_time_Page Submit,10_zero_count_time_Click Count,10_zero_count,10_false_time_First Click,10_false_time_Last Click,10_false_time_Page Submit,10_false_time_Click Count,10_pred_time_First Click,10_pred_time_Last Click,10_pred_time_Page Submit,10_pred_time_Click Count,10_pred,QF.1,QF.2,QF.3,QF.3.2,QF.3.3,QF.4,QF.5,QF.6,RandNumbers,States,Responses,ProbNums,Permutation,TreatBlock,1_draw,2_draw,3_draw,4_draw,5_draw,6_draw,7_draw,8_draw,9_draw,10_draw,PROLIFIC_PID,exp_cond,instr_link
2020-05-13 17:43:20,2020-05-13 17:53:58,0,66.176.152.240,100,637,1,2020-05-13 17:53:58,R_2zuKiiN2IQHkquN,,,,,25.6062011719,-80.345199585,anonymous,EN,,,,,,16.633,16.633,17.932,1,1,,,,,,27.359,30.324,31.153,2,1,2.71,2.71,5.074,1,9,,,,,0.597,0.597,1.371,1,4,45.585,47.284,48.478,2,1,7.231,7.231,10.142,1,15,,,,,0.637,0.637,1.915,1,4,2.674,2.674,4.888,1,1,2.79,2.79,4.684,1,8,,,,,1.81,1.81,4.751,1,4,4.278,4.278,7.213,1,1,5.685,5.685,9.258,1,11,,,,,13.602,13.602,16.176,1,1,17.673,17.673,22.066,1,1,5.287,7.343,8.302,10,10,,,,,0.276,1.464,1.92,2,4,5.03,5.03,7.755,1,1,5.287,5.287,8.168,1,14,,,,,3.182,3.182,3.997,1,4,5.99,5.99,9.536,1,1,4.396,12.79,15.491,2,13,,,,,1.198,1.198,5.423,1,1,9.935,15.059,26.52,3,1,4.206,13.527,14.27,2,12,,,,,2.397,2.397,3.89,1,1,5.081,5.081,7.892,1,1,3.782,3.782,7.889,1,10,,,,,1.146,1.146,2.613,1,1,1.701,1.701,2.886,1,1,6.497,6.497,9.232,1,16,,,,,1.353,1.353,2.381,1,1,2,1,5,1,1,3,1,,,,,,,,2,2,2,1,2,2,1,1,1,1,5eab4e0b67ba8f11a83e6494,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 17:43:21,2020-05-13 17:52:50,0,136.32.171.87,100,568,1,2020-05-13 17:52:50,R_3ptA9P8av0JVl0M,,,,,39.1000976563,-94.5782012939,anonymous,EN,,,,,,,,,,,6.551,6.551,9.178,1,2,34.543,34.543,37.093,1,1,1.027,1.027,3.989,1,9,,,,,0.339,0.339,1.07,1,4,3.147,3.147,19.877,1,1,0.813,11.749,18.963,2,15,,,,,0.415,0.415,1.616,1,4,4.605,4.605,32.351,1,1,1.172,2.12,5.299,2,8,,,,,0.523,0.523,2.727,1,1,3.453,3.453,21.709,1,1,0.778,0.778,6.647,1,11,,,,,0.702,0.702,1.91,1,4,3.434,3.434,8.352,1,1,1.017,1.017,3.926,1,10,,,,,1.134,1.134,1.615,1,4,6.978,6.978,8.786,1,1,0.929,0.929,6.681,1,14,,,,,0.306,0.306,1.025,1,4,7.393,7.393,26.566,1,1,1.263,1.263,9.64,1,13,,,,,0.347,0.347,1.123,1,4,8.371,14.953,17.797,3,1,1.564,9.974,16.72,3,12,,,,,6.685,6.685,7.416,1,1,4.935,17.01,29.679,2,1,1.071,1.071,6.211,1,10,,,,,0.473,0.473,3.147,1,4,10.893,10.893,15.221,1,1,1.05,10.702,13.214,2,16,,,,,9.273,9.273,10.476,1,1,2,1,6,1,1,4,2,,,,,,,,2,2,1,2,2,2,2,1,2,1,5e8de83c1b700806403cf0df,accincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_9H1vHCYST5EXW97
2020-05-13 17:43:41,2020-05-13 17:53:50,0,71.198.24.206,100,608,1,2020-05-13 17:53:50,R_3Jqo26UlasGDEBg,,,,,37.3773040771,-122.0194015503,anonymous,EN,7.124,7.124,8.1,1,3,,,,,,,,,,,1.706,1.706,2.681,1,1,1.381,16.112,16.639,3,9,,,,,0.58,0.58,3.894,1,1,4.214,4.214,6.3,1,1,0.812,0.812,7.784,1,15,,,,,1.055,38.369,40.017,3,4,2.599,2.599,4.101,1,2,,,,,,,,,,11.525,11.525,14.024,1,1,6.295,22.227,23.826,2,1,1.195,5.758,7.726,2,11,,,,,1.494,10.247,29.423,3,4,1.734,1.734,4.198,1,1,1.534,1.534,6.582,1,10,,,,,0.32,0.32,1.181,1,4,1.389,1.389,3.274,1,1,5.85,5.85,7.982,1,14,,,,,1.884,1.884,7.574,1,1,1.68,1.68,3.338,1,1,0.556,1.26,7.156,2,13,,,,,0.164,0.164,3.109,1,1,2.214,2.214,3.127,1,1,0.82,7.309,7.8,4,12,,,,,0.532,0.532,6.199,1,1,5.839,5.839,6.87,1,1,4.324,5.891,6.385,2,10,,,,,0.287,0.287,1.109,1,4,8.394,8.394,10.616,1,1,1.408,1.408,20.253,1,16,,,,,1.661,69.096,76.677,7,4,2,1,5,1,1,1,3,,,,,,,,1,2,2,2,2,1,1,1,2,1,5e7e4927e654af0a6b5864b1,peerincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3aE86OsIhvvy8iF
2020-05-13 17:43:55,2020-05-13 18:05:55,0,68.196.120.136,100,1319,1,2020-05-13 18:05:55,R_3dN78nmju6b90o5,,,,,40.6179046631,-73.9856033325,anonymous,EN,,,,,,8.153,10.377,11.115,2,1,,,,,,6.229,6.229,7.125,1,1,5.655,5.655,9.154,1,9,,,,,3.297,3.297,4.73,1,4,9.398,9.398,10.149,1,1,7.117,7.117,8.336,1,15,,,,,2.362,2.362,5.049,1,1,12.878,12.878,14.726,1,1,3.831,3.831,4.654,1,8,,,,,3.999,3.999,5.007,1,1,123.721,123.721,124.824,1,1,4.2,4.2,5.544,1,11,,,,,3.804,9.075,9.689,6,4,5.669,5.669,6.308,1,1,3.734,3.734,5.011,1,10,,,,,0.874,0.874,1.696,1,4,1.452,1.452,3.041,1,1,4.534,4.534,6.43,1,14,,,,,0.793,0.793,1.502,1,1,1.486,2.261,6.524,2,1,5.233,5.233,6.417,1,13,,,,,1.239,1.239,2.503,1,4,5.061,5.061,6.444,1,1,12.432,12.432,13.413,1,12,,,,,62.633,62.633,63.537,1,1,55.963,55.963,57.297,1,1,3.679,3.679,5.084,1,10,,,,,2.543,3.815,7.68,2,4,73.156,73.796,74.723,2,1,7.776,7.776,8.848,1,16,,,,,0.381,0.381,1.165,1,1,2,1,6,3,2,2,1,,,,,,,,2,1,1,1,2,1,2,2,2,1,5d6943fc90cade0016695e9b,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 17:43:56,2020-05-13 17:52:34,0,108.29.120.214,100,517,1,2020-05-13 17:52:34,R_3JqlL2uDeV11pD1,,,,,40.862701416,-73.6351013184,anonymous,EN,,,,,,5.571,5.571,7.841,1,1,,,,,,1.705,1.705,3.551,1,1,5.091,5.765,7.583,2,9,,,,,1.495,1.495,2.463,1,4,2.867,2.867,6.29,1,1,7.865,7.865,10.662,1,15,,,,,1.675,1.675,2.624,1,4,4.673,4.673,6.554,1,1,4.581,4.581,6.611,1,8,,,,,5.945,5.945,6.801,1,1,4.525,4.525,8.945,1,1,6.502,6.502,8.131,1,11,,,,,1.604,1.604,3.553,1,1,9.224,9.224,10.212,1,1,7.189,7.189,9.779,1,10,,,,,5.426,5.426,7.561,1,4,2.221,2.221,4.833,1,1,8.397,8.397,12.53,1,14,,,,,2.256,5.974,6.856,2,4,5.947,5.947,7.779,1,1,7.542,8.04,9.92,2,13,,,,,9.423,9.423,10.432,1,4,1.637,1.637,3.53,1,1,5.335,5.335,7.418,1,12,,,,,3.9,3.9,5.743,1,1,3.13,3.13,7.431,1,1,6.171,6.171,9.179,1,10,,,,,2.594,2.594,4.978,1,1,2.255,2.255,4.918,1,1,9.235,9.682,12.123,2,16,,,,,2.512,2.512,5.985,1,4,5,3,10,3,5,1,1,the first screen where you were supposed to place your prolific id did not actually have a text box for me to include it. my prolific id is: 59d6c6273e5ea00001e1cf4e,,,,,,,2,2,2,1,2,1,2,2,1,2,59d6c6273e5ea00001e1cf4e,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 17:43:58,2020-05-13 17:54:44,0,178.235.178.163,100,646,1,2020-05-13 17:54:45,R_3NPVRcDyfLfHexh,,,,,52.249206543,21.0003051758,anonymous,EN,11.296,11.296,12.117,1,3,,,,,,,,,,,5.046,6.635,7.193,2,1,4.482,4.482,6.111,1,9,,,,,6.531,6.531,7.528,1,1,1.307,1.307,1.927,1,1,7.144,7.144,8.13,1,15,,,,,9.852,9.852,10.968,1,1,6.151,12.451,17.222,3,1,2.367,29.455,30.01,9,8,,,,,10.363,10.363,12.711,1,4,6.728,6.728,8.218,1,1,7.482,7.482,8.633,1,11,,,,,2.149,10.537,11.002,4,1,1.39,1.39,2.396,1,1,5.763,5.763,7.74,1,10,,,,,1.999,1.999,3.04,1,1,5.872,6.486,6.91,2,1,11.679,21.72,23.324,2,14,,,,,4.995,4.995,5.655,1,4,3.821,3.821,4.506,1,1,8.115,8.115,10.531,1,13,,,,,6.127,6.127,6.842,1,1,10.336,10.336,40.697,1,1,5.941,16.769,17.025,3,12,,,,,24.898,24.898,25.455,1,4,5.116,5.116,12.957,1,1,5.344,14.003,16.305,2,10,,,,,4.297,4.297,6.151,1,1,2.788,2.788,3.461,1,1,10.918,10.918,12.366,1,16,,,,,1.188,1.677,1.877,2,1,2,1,5,1,1,2,3,,,,,,,,2,2,1,2,2,1,1,1,2,2,5ebae1553421dc07a5fc6673,peerincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3aE86OsIhvvy8iF
2020-05-13 17:44:07,2020-05-13 17:50:47,0,174.223.4.12,100,399,1,2020-05-13 17:50:47,R_rfC3g9oq3kZN3AB,,,,,32.478302002,-84.8984985352,anonymous,EN,7.74,7.74,8.74,1,3,,,,,,,,,,,1.163,1.163,3.377,1,1,4.643,4.643,6.081,1,9,,,,,0.723,1.623,4.105,2,1,2.161,2.161,4.648,1,1,6.876,6.876,8.695,1,15,,,,,1.346,2.762,3.761,2,4,1.18,1.18,1.765,1,1,2.614,2.614,3.884,1,8,,,,,2.051,2.851,3.6,2,1,0.539,0.539,1.422,1,1,5.632,5.632,7.201,1,11,,,,,0.757,1.522,2.524,2,1,4.681,4.681,6.747,1,1,6.409,6.409,9.563,1,10,,,,,1.942,3.459,4.339,2,1,2.152,2.152,2.818,1,1,5.522,5.522,7.101,1,14,,,,,0.617,1.834,3.656,2,1,6.81,6.81,7.845,1,1,5.012,5.012,6.716,1,13,,,,,0.861,1.712,2.642,2,4,1.576,1.576,2.725,1,1,4.953,4.953,6.543,1,12,,,,,0.828,1.644,2.495,2,1,0.888,0.888,1.552,1,1,4.143,4.143,6.048,1,10,,,,,2.36,3.092,4.158,2,4,0.587,0.587,1.137,1,1,7.598,7.598,9.873,1,16,,,,,0.943,1.727,2.54,2,1,5,1,11,3,5,3,3,,,,,,,,1,2,1,1,1,1,2,1,2,1,5e2504acb510aa77adb31478,peerincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3aE86OsIhvvy8iF
2020-05-13 17:44:27,2020-05-13 17:48:52,0,67.241.175.228,100,264,1,2020-05-13 17:48:53,R_1cSAcQypVFdKEhi,,,,,42.9102020264,-78.6624984741,anonymous,EN,,,,,,2.335,2.335,5.373,1,1,,,,,,0.901,0.901,1.678,1,1,2.514,2.514,4.17,1,9,,,,,0.477,1.284,1.753,2,4,3.055,3.055,4.613,1,1,6.565,7.413,9.095,3,15,,,,,0.94,0.94,2.189,1,4,2.854,2.854,4.065,1,1,2.346,2.346,4.133,1,8,,,,,0.343,0.343,1.097,1,4,1.21,1.21,2.683,1,1,3.984,3.984,5.493,1,11,,,,,0.33,0.33,1.244,1,4,1.412,1.412,2.242,1,1,2.919,2.919,4.668,1,10,,,,,0.357,0.357,1.095,1,1,1.684,1.684,2.962,1,1,3.312,3.312,4.894,1,14,,,,,0.322,0.322,0.987,1,1,1.264,1.264,2.082,1,1,3.654,3.654,5.489,1,13,,,,,0.551,0.551,1.29,1,1,7.321,7.321,8.533,1,1,4.243,4.243,5.644,1,12,,,,,0.607,0.607,1.432,1,1,2.074,2.074,2.892,1,1,2.812,2.812,4.342,1,10,,,,,0.234,0.234,1.003,1,1,3.466,3.466,4.598,1,1,9.031,9.031,12.236,1,16,,,,,3.822,9.63,10.535,2,4,2,2,6,3,3,1,1,,,,,,,,2,2,2,2,1,1,1,1,1,2,5dcf4d27b039ab08c04d2740,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 17:44:31,2020-05-13 17:48:08,0,185.157.164.90,100,217,1,2020-05-13 17:48:09,R_1opDrDcYV1Elzo8,,,,,50.587097168,21.6990966797,anonymous,EN,,,,,,7.269,7.269,8.105,1,1,,,,,,2.162,2.162,2.833,1,2,,,,,,,,,,0.328,0.328,0.989,1,4,2.192,2.192,3.366,1,2,,,,,,,,,,0.356,0.356,0.857,1,4,2.767,3.351,3.817,2,2,,,,,,,,,,0.297,0.297,0.734,1,4,4.444,5.372,5.613,2,2,,,,,,,,,,0.396,0.837,1.088,2,4,0.825,0.825,1.502,1,2,,,,,,,,,,0.263,0.741,0.956,2,1,8.932,8.932,11.22,1,1,5.417,5.417,7.53,1,14,,,,,3.611,3.611,4.349,1,4,3.157,3.157,7.63,1,2,,,,,,,,,,0.342,0.342,0.901,1,1,4.272,4.272,4.7,1,2,,,,,,,,,,0.237,0.237,0.802,1,1,1.428,1.428,2.059,1,2,,,,,,,,,,0.338,0.338,1.078,1,1,6.167,6.167,7.177,1,2,,,,,,,,,,0.601,0.601,1.664,1,1,3,1,8,2,4,2,1,,,,,,,,1,1,2,1,2,2,1,2,1,1,5c32307c70d93a000123381d,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 17:44:51,2020-05-13 18:00:01,0,162.238.52.195,100,909,1,2020-05-13 18:00:01,R_3gYJWs6KWr9gFF6,,,,,37.7666931152,-97.2805023193,anonymous,EN,,,,,,,,,,,20.841,20.841,23.029,1,2,9.156,9.156,11.612,1,1,5.926,5.926,9.412,1,9,,,,,1.884,1.884,3.431,1,1,3.666,3.666,5.674,1,1,8.271,8.271,10.844,1,15,,,,,1.275,1.275,2.69,1,4,2.894,2.894,9.22,1,1,5.404,5.404,7.84,1,8,,,,,1.101,1.101,2.407,1,4,5.58,5.58,8.453,1,1,9.891,9.891,12.973,1,11,,,,,1.429,8.53,17.625,2,1,2.029,2.029,7.827,1,1,6.035,6.035,8.837,1,10,,,,,0.94,0.94,2.408,1,1,4.662,4.662,6.312,1,1,8.902,8.902,11.986,1,14,,,,,0.95,0.95,3.498,1,4,10.77,10.77,13.542,1,1,13.127,14.367,17.856,2,13,,,,,12.143,12.143,14.002,1,4,69.598,69.598,73.101,1,1,7.935,7.935,11.813,1,12,,,,,1.213,1.213,3.465,1,1,2.577,2.577,7.178,1,1,5.593,5.593,8.167,1,10,,,,,0.803,0.803,1.968,1,4,3.485,3.485,4.889,1,1,9.418,9.418,12.019,1,16,,,,,1.27,1.27,2.562,1,4,2,2,8,2,4,4,2,The instructions completely confused me and I think it would have been helpful to watch a video example or something so we did not just go to clicking the most likely color from the actual box after completing the effort task.,,,,,,,1,2,2,1,1,2,2,1,2,2,5e9baa3e02bbdc0b4c1796d9,accincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_9H1vHCYST5EXW97
2020-05-13 17:45:36,2020-05-13 17:51:09,0,216.106.136.65,100,333,1,2020-05-13 17:51:09,R_3KVknf4jzQLcdkW,,,,,35.5890960693,-77.3450012207,anonymous,EN,9.753,9.753,10.568,1,3,,,,,,,,,,,0.881,2.465,3.634,2,2,,,,,,,,,,0.291,0.913,1.28,2,1,3.758,3.758,4.484,1,2,,,,,,,,,,2.151,2.151,5.424,1,1,1.729,1.729,2.351,1,2,,,,,,,,,,0.465,0.465,1.072,1,1,6.057,6.057,7.11,1,2,,,,,,,,,,3.745,3.745,4.516,1,1,0.748,1.298,1.533,2,2,,,,,,,,,,2.454,2.454,3.026,1,4,1.992,1.992,2.613,1,2,,,,,,,,,,1.968,1.968,2.371,1,1,1.025,1.025,1.616,1,2,,,,,,,,,,0.338,0.739,1.009,2,4,0.881,0.881,1.455,1,2,,,,,,,,,,0.899,0.899,1.453,1,4,1.522,1.522,2.951,1,2,,,,,,,,,,1.617,2.125,2.41,2,4,7.945,7.945,10.283,1,1,1.941,1.941,11.366,1,16,,,,,6.326,6.326,6.952,1,4,2,1,6,3,4,3,3,,,,,,,,2,1,2,1,1,2,1,1,2,2,5cf130097dd762001553cbe4,peerincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3aE86OsIhvvy8iF
2020-05-13 17:45:58,2020-05-13 17:53:06,0,75.41.123.59,100,428,1,2020-05-13 17:53:06,R_1Lpzn81ujHSuJu8,,,,,41.7124023438,-87.7478027344,anonymous,EN,,,,,,6.251,6.251,9.09,1,1,,,,,,1.801,1.801,3.412,1,2,,,,,,,,,,0.511,0.511,1.501,1,4,12.253,12.253,13.437,1,1,10.103,10.103,12.523,1,15,,,,,4.384,6.352,7.468,2,4,4.7,4.7,8.158,1,1,3.829,3.829,6.111,1,8,,,,,0.658,0.658,1.699,1,4,10.881,10.881,12.958,1,1,8.208,8.208,10.753,1,11,,,,,1.458,1.458,3.327,1,1,1.102,1.102,3.203,1,2,,,,,,,,,,2.831,5.011,5.54,3,1,8.261,8.261,12.584,1,1,7.474,7.474,10.156,1,14,,,,,0.414,0.414,1.501,1,1,2.461,2.461,4.265,1,1,6.708,10.84,13.534,2,13,,,,,0.426,0.426,1.41,1,4,12.15,12.15,15.058,1,1,5.229,5.229,10.096,1,12,,,,,1.002,1.411,2.682,2,1,1.026,1.026,3.52,1,2,,,,,,,,,,0.56,0.56,1.666,1,1,1.768,1.768,2.67,1,2,,,,,,,,,,0.356,0.356,1.5,1,1,2,1,6,1,1,1,1,,,,,,,,1,2,2,1,1,1,2,1,1,1,5dd9fb959dac7c9892492099,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 17:46:28,2020-05-13 17:55:04,0,71.235.233.251,100,515,1,2020-05-13 17:55:04,R_1F4eaEKfQa8hMFA,,,,,41.633895874,-70.9405975342,anonymous,EN,,,,,,,,,,,9.915,9.915,12.387,1,2,0.943,2.305,3.051,3,1,4.162,4.162,6.347,1,9,,,,,1.031,3.078,5.562,3,4,1.308,3.04,3.761,2,1,6.206,6.206,8.971,1,15,,,,,5.298,12.995,14.369,4,1,0.982,2.252,3.073,3,1,3.492,3.492,5.356,1,8,,,,,0.799,2.12,3.521,3,4,16.776,17.336,17.956,2,1,6.157,6.157,7.782,1,11,,,,,1.081,7.621,8.949,2,1,8.8,9.464,10.188,2,1,6.406,6.406,9.213,1,10,,,,,2.648,4.584,9.948,2,4,4.906,10.044,12.315,2,1,7.576,13.276,14.922,2,14,,,,,0.484,15.288,18.229,6,1,8.953,12.452,15.209,3,1,10.984,10.984,13.671,1,13,,,,,3.504,9.325,11.705,2,4,6.25,7.845,9.151,2,1,5.483,5.483,8.046,1,12,,,,,2,5.919,8.23,2,4,2.877,3.269,3.887,2,1,4.62,4.62,6.538,1,10,,,,,0.978,3.191,4.863,2,1,1.177,1.914,2.535,2,1,9.781,9.781,11.621,1,16,,,,,0.582,1.763,3.232,3,1,3,1,8,3,4,2,2,,,,,,,,2,1,2,1,2,1,2,2,1,1,5cdae588cc071e001a1cbbf0,accincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_9H1vHCYST5EXW97
2020-05-13 17:46:54,2020-05-13 17:54:29,0,76.111.109.250,100,455,1,2020-05-13 17:54:29,R_11bbJt22y70xsIo,,,,,38.8155059814,-77.1204986572,anonymous,EN,7.075,7.075,8.574,1,3,,,,,,,,,,,10.668,10.668,13.042,1,1,5.072,5.072,7.126,1,9,,,,,3.318,3.318,4.384,1,4,1.654,1.654,3.359,1,1,6.641,6.641,8.862,1,15,,,,,1.08,1.08,2.01,1,1,1.621,2.228,4.477,2,1,3.858,3.858,5.506,1,8,,,,,0.725,0.725,1.455,1,4,1.905,1.905,2.992,1,1,5.306,5.306,7.107,1,11,,,,,0.427,0.427,1.341,1,4,0.776,0.776,2.178,1,1,4.628,4.628,7.077,1,10,,,,,0.594,0.594,2.223,1,4,51.788,51.788,54.074,1,1,6.296,6.296,8.532,1,14,,,,,0.914,0.914,1.701,1,1,1.833,1.833,2.885,1,1,6.158,6.158,8.76,1,13,,,,,1.023,1.023,1.904,1,1,1.682,1.682,2.683,1,1,5.245,5.245,7.049,1,12,,,,,2.788,2.788,3.907,1,1,2.451,2.451,4.09,1,1,4.809,4.809,7.409,1,10,,,,,1.443,1.443,3.072,1,1,1.758,1.758,3.13,1,1,11.181,11.181,13.48,1,16,,,,,6.854,6.854,8.137,1,4,3,2,8,2,5,1,3,,,,,,,,2,1,2,2,2,1,1,1,1,2,5e70f95a7b8fa90009292b14,peerincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3aE86OsIhvvy8iF
2020-05-13 17:47:03,2020-05-13 17:55:11,0,77.252.44.140,100,487,1,2020-05-13 17:55:11,R_1C1RspmMo1XiH2b,,,,,50.9467010498,21.3807067871,anonymous,EN,15.413,15.413,16.213,1,2,,,,,,,,,,,0.916,0.916,1.72,1,1,7.645,8.565,8.995,3,9,,,,,0.465,0.465,1.204,1,4,1.765,1.765,3.255,1,1,8.056,8.056,8.656,1,15,,,,,2.031,2.031,3.763,1,1,0.917,0.917,1.577,1,1,5.772,6.419,7.074,2,8,,,,,0.353,0.353,1.081,1,1,2.662,2.662,3.442,1,1,5.506,5.8,6.469,2,11,,,,,0.37,0.37,1.471,1,1,0.788,0.788,2.338,1,1,5.72,5.72,6.843,1,10,,,,,1.097,1.097,2.177,1,4,1.437,1.77,4.358,2,1,7.422,8.405,8.793,2,14,,,,,0.711,0.711,1.491,1,1,10.536,24.929,25.728,6,1,8.881,11.036,11.894,13,13,,,,,2.999,2.999,4.019,1,1,35.454,36.39,37.743,2,1,5.424,46.048,46.7,19,12,,,,,2.974,2.974,3.69,1,4,2.084,2.084,4.97,1,1,6.963,8.927,9.594,11,10,,,,,0.437,0.437,1.139,1,1,1.174,1.174,3.25,1,1,9.777,9.777,10.484,1,16,,,,,0.531,0.531,1.126,1,1,2,1,5,1,1,1,3,,,,,,,,2,1,1,1,2,1,1,2,1,1,5e8a481d0a340d6f239a2fb8,peerincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3aE86OsIhvvy8iF
